Date, Time, , , User ID, Input bytes, Input packets, Output bytes, Output packets
19 04 2016,20:44:42, , ,0,5672,71,2312,53
 , , , ,10018,0,0,0,0
 , , , ,10070,664,7,352,4
 , , , ,10016,0,0,3024,4
 , , , ,10061,416,8,1368,8
 , , , ,10007,1130,18,1926,22
 , , , ,10035,0,0,0,0
 , , , ,10069,199,1,199,1
 , , , ,10005,0,0,0,0
 , , , ,74,0,0,0,0
 , , , ,93,0,0,0,0
 , , , ,10020,0,0,0,0
 , , , ,10066,0,0,0,0
 , , , ,10017,0,0,0,0
 , , , ,10037,0,0,0,0
 , , , ,10053,0,0,0,0
 , , , ,10022,0,0,0,0
 , , , ,10058,0,0,0,0
 , , , ,10026,0,0,0,0
 , , , ,10042,0,0,0,0
 , , , ,10019,0,0,0,0
 , , , ,10001,0,0,0,0
 , , , ,28,0,0,0,0
 , , , ,10068,0,0,0,0
 , , , ,10048,0,0,0,0
 , , , ,10036,0,0,0,0
 , , , ,10055,0,0,0,0
 , , , ,10071,7736,71,30440,65
 , , , ,10039,0,0,0,0
 , , , ,10046,0,0,0,0
 , , , ,81,0,0,0,0
 , , , ,10023,0,0,0,0
 , , , ,998,0,0,0,0
 , , , ,10038,0,0,0,0
19 04 2016,20:56:40, , ,0,23906606,139034,146484566,67386
 , , , ,10018,0,0,0,0
 , , , ,10070,7320,71,3168,36
 , , , ,10016,0,0,23938668,11481
 , , , ,10061,4456,85,14272,84
 , , , ,10007,4577529,3084,3553373,2244
 , , , ,10035,0,0,2960,1
 , , , ,10069,7136,83,11660,58
 , , , ,10005,5326,27,9663,14
 , , , ,74,0,0,31100,66
 , , , ,93,346,7,1043,12
 , , , ,10020,60514,590,272288,640
 , , , ,10066,0,0,0,0
 , , , ,10017,0,0,0,0
 , , , ,10037,0,0,0,0
 , , , ,10053,0,0,0,0
 , , , ,10022,0,0,0,0
 , , , ,10058,0,0,0,0
 , , , ,10026,0,0,132488668,55350
 , , , ,10042,0,0,0,0
 , , , ,10019,0,0,0,0
 , , , ,10001,0,0,0,0
 , , , ,28,0,0,0,0
 , , , ,10068,0,0,0,0
 , , , ,10048,0,0,0,0
 , , , ,10036,0,0,0,0
 , , , ,10055,0,0,0,0
 , , , ,10071,712,7,2920,7
 , , , ,10039,0,0,0,0
 , , , ,10046,0,0,0,0
 , , , ,81,0,0,0,0
 , , , ,10023,0,0,0,0
 , , , ,998,0,0,0,0
 , , , ,10038,0,0,0,0
19 04 2016,20:59:42, , ,0,8864021,9934,1681248,4902
 , , , ,10018,0,0,0,0
 , , , ,10070,1704,17,792,9
 , , , ,10016,0,0,154844,702
 , , , ,10061,1092,21,3648,21
 , , , ,10007,1996793,1351,648502,555
 , , , ,10035,0,0,0,0
 , , , ,10069,597,3,597,3
 , , , ,10005,0,0,0,0
 , , , ,74,156,2,55148,119
 , , , ,93,2340,18,522,6
 , , , ,10020,1408,13,4508,12
 , , , ,10066,0,0,0,0
 , , , ,10017,0,0,0,0
 , , , ,10037,0,0,21544,47
 , , , ,10053,0,0,0,0
 , , , ,10022,0,0,0,0
 , , , ,10058,0,0,0,0
 , , , ,10026,0,0,0,0
 , , , ,10042,0,0,3536,4
 , , , ,10019,0,0,0,0
 , , , ,10001,0,0,0,0
 , , , ,28,0,0,0,0
 , , , ,10068,0,0,0,0
 , , , ,10048,0,0,0,0
